"Time","max"
2021-09-28 03:00:00,399.20001220703125
2021-09-27 03:00:00,553.4000244140625
2021-09-26 03:00:00,441.8999938964844
2021-09-25 03:00:00,226.39999389648438
2021-09-24 03:00:00,137.39999389648438
2021-09-23 03:00:00,569.7000122070312
2021-09-22 03:00:00,531.4000244140625
2021-09-21 03:00:00,135.89999389648438
2021-09-20 03:00:00,394.5
2021-09-19 03:00:00,792.4000244140625
2021-09-18 03:00:00,696.2000122070312
2021-09-17 03:00:00,344.8999938964844
2021-09-16 03:00:00,296.8999938964844
2021-09-15 03:00:00,619.4000244140625
2021-09-14 03:00:00,608.9000244140625
2021-09-13 03:00:00,312.3999938964844
2021-09-12 03:00:00,196.60000610351562
2021-09-11 03:00:00,786.2000122070312
2021-09-10 03:00:00,186.60000610351562
2021-09-09 03:00:00,530.4000244140625
2021-09-08 03:00:00,197.60000610351562
2021-09-07 03:00:00,480.70001220703125
2021-09-06 03:00:00,543.2000122070312
2021-09-05 03:00:00,599.2000122070312
2021-09-04 03:00:00,851.9000244140625
2021-09-03 03:00:00,670.7000122070312
2021-09-02 03:00:00,770.2000122070312
2021-09-01 03:00:00,815.4000244140625
2021-08-31 03:00:00,306.8999938964844
2021-08-30 03:00:00,828.2000122070312
2021-08-29 03:00:00,234.10000610351562
2021-08-28 03:00:00,865.4000244140625
2021-08-27 03:00:00,136.89999389648438
2021-08-26 03:00:00,356
2021-08-25 03:00:00,205.39999389648438
2021-08-24 03:00:00,609.9000244140625
2021-08-23 03:00:00,707.4000244140625
2021-08-22 03:00:00,644.4000244140625
2021-08-21 03:00:00,
2021-08-20 03:00:00,108.0999984741211
2021-08-19 03:00:00,447.20001220703125
2021-08-18 03:00:00,593.7000122070312
2021-08-17 03:00:00,486.6000061035156
2021-08-16 03:00:00,932.2000122070312
2021-08-15 03:00:00,789.4000244140625
2021-08-14 03:00:00,572.7000122070312
2021-08-13 03:00:00,945.9000244140625
2021-08-12 03:00:00,599.7000122070312
2021-08-11 03:00:00,435.6000061035156
2021-08-10 03:00:00,1050.9000244140625
2021-08-09 03:00:00,576.9000244140625
2021-08-08 03:00:00,862.7000122070312
2021-08-07 03:00:00,183.60000610351562
2021-08-06 03:00:00,1047.699951171875
2021-08-05 03:00:00,1019.9000244140625
2021-08-04 03:00:00,996.2000122070312
2021-08-03 03:00:00,761.9000244140625
2021-08-02 03:00:00,294.3999938964844
2021-08-01 03:00:00,774.9000244140625
2021-07-31 03:00:00,1049.699951171875
2021-07-30 03:00:00,921.9000244140625
2021-07-29 03:00:00,1223.0999755859375
2021-07-28 03:00:00,781.9000244140625
2021-07-27 03:00:00,1061.199951171875
2021-07-26 03:00:00,1319.0999755859375
2021-07-25 03:00:00,1126.4000244140625
2021-07-24 03:00:00,
2021-07-23 03:00:00,
2021-07-22 03:00:00,
2021-07-21 03:00:00,
2021-07-20 03:00:00,845.9000244140625
2021-07-19 03:00:00,1295.4000244140625
2021-07-18 03:00:00,1373.300048828125
2021-07-17 03:00:00,1129.9000244140625
2021-07-16 03:00:00,934.4000244140625
2021-07-15 03:00:00,1236.4000244140625
2021-07-14 03:00:00,1201.699951171875
2021-07-13 03:00:00,1128.199951171875
2021-07-12 03:00:00,1163.0999755859375
2021-07-11 03:00:00,1141.699951171875
2021-07-10 03:00:00,1373.9000244140625
2021-07-09 03:00:00,967.9000244140625
2021-07-08 03:00:00,1179.699951171875
2021-07-07 03:00:00,1252.4000244140625
2021-07-06 03:00:00,1199.300048828125
2021-07-05 03:00:00,1132.5999755859375
2021-07-04 03:00:00,1376.800048828125
2021-07-03 03:00:00,1493.800048828125
2021-07-02 03:00:00,1144.699951171875
2021-07-01 03:00:00,1437.0999755859375
2021-06-30 03:00:00,1413.9000244140625
2021-06-29 03:00:00,960.7000122070312
2021-06-28 03:00:00,806.9000244140625
2021-06-27 03:00:00,951.2000122070312
2021-06-26 03:00:00,1026.199951171875
2021-06-25 03:00:00,938.9000244140625
2021-06-24 03:00:00,1008.2000122070312
2021-06-23 03:00:00,1130.199951171875
2021-06-22 03:00:00,1194.0999755859375
2021-06-21 03:00:00,1368.9000244140625
2021-06-20 03:00:00,1407.300048828125
2021-06-19 03:00:00,1450.300048828125
2021-06-18 03:00:00,1531.300048828125
2021-06-17 03:00:00,1493.800048828125
2021-06-16 03:00:00,1532.5999755859375
2021-06-15 03:00:00,1056.9000244140625
2021-06-14 03:00:00,1559.4000244140625
2021-06-13 03:00:00,728.2000122070312
2021-06-12 03:00:00,1267.9000244140625
2021-06-11 03:00:00,1402.699951171875
2021-06-10 03:00:00,1446.5999755859375
2021-06-09 03:00:00,1297.5999755859375
2021-06-08 03:00:00,1413.699951171875
2021-06-07 03:00:00,1386.800048828125
2021-06-06 03:00:00,1407.5999755859375
2021-06-05 03:00:00,1470.199951171875
2021-06-04 03:00:00,1183.4000244140625
2021-06-03 03:00:00,1547.0999755859375
2021-06-02 03:00:00,1449.300048828125
2021-06-01 03:00:00,1237.199951171875
2021-05-31 03:00:00,1269.9000244140625
2021-05-30 03:00:00,1570.0999755859375
2021-05-29 03:00:00,924.9000244140625
2021-05-28 03:00:00,1208.800048828125
2021-05-27 03:00:00,511.5
2021-05-26 03:00:00,266.6000061035156
2021-05-25 03:00:00,1022.4000244140625
2021-05-24 03:00:00,735.2000122070312
2021-05-23 03:00:00,338.1000061035156
2021-05-22 03:00:00,1073.4000244140625
2021-05-21 03:00:00,585.2000122070312
2021-05-20 03:00:00,267.1000061035156
2021-05-19 03:00:00,263.1000061035156
2021-05-18 03:00:00,405.70001220703125
2021-05-17 03:00:00,619.2000122070312
2021-05-16 03:00:00,1346.300048828125
2021-05-15 03:00:00,758.7000122070312
2021-05-14 03:00:00,825.9000244140625
2021-05-13 03:00:00,1257.0999755859375
2021-05-12 03:00:00,1357.0999755859375
2021-05-11 03:00:00,1407.0999755859375
2021-05-10 03:00:00,1153.199951171875
2021-05-09 03:00:00,1448.5999755859375
2021-05-08 03:00:00,734.2000122070312
2021-05-07 03:00:00,616.9000244140625
2021-05-06 03:00:00,589.9000244140625
2021-05-05 03:00:00,398.20001220703125
2021-05-04 03:00:00,736.4000244140625
2021-05-03 03:00:00,120.19999694824219
2021-05-02 03:00:00,1361.300048828125
2021-05-01 03:00:00,942.7000122070312
2021-04-30 03:00:00,577.4000244140625
2021-04-29 03:00:00,1067.4000244140625
2021-04-28 03:00:00,777.4000244140625
2021-04-27 03:00:00,330.6000061035156
2021-04-26 03:00:00,576.7000122070312
2021-04-25 03:00:00,494.1000061035156
2021-04-24 03:00:00,577.7000122070312
2021-04-23 03:00:00,565.4000244140625
2021-04-22 03:00:00,1005.9000244140625
2021-04-21 03:00:00,888.7000122070312
2021-04-20 03:00:00,1037.699951171875
2021-04-19 03:00:00,1188.199951171875
2021-04-18 03:00:00,1212.300048828125
2021-04-17 03:00:00,863.4000244140625
2021-04-16 03:00:00,917.4000244140625
2021-04-15 03:00:00,1167.300048828125
2021-04-14 03:00:00,1028.199951171875
2021-04-13 03:00:00,385.20001220703125
2021-04-12 03:00:00,729.4000244140625
2021-04-11 03:00:00,1070.9000244140625
2021-04-10 03:00:00,585.4000244140625
2021-04-09 03:00:00,419.20001220703125
2021-04-08 03:00:00,774.9000244140625
2021-04-07 03:00:00,824.7000122070312
2021-04-06 03:00:00,489.1000061035156
2021-04-05 03:00:00,301.8999938964844
2021-04-04 03:00:00,444.20001220703125
2021-04-03 03:00:00,378.5
2021-04-02 03:00:00,584.7000122070312
2021-04-01 03:00:00,957.7000122070312
2021-03-31 03:00:00,176.10000610351562
2021-03-30 03:00:00,187.10000610351562
2021-03-29 03:00:00,444.1000061035156
2021-03-28 02:00:00,294.8999938964844
2021-03-27 02:00:00,487.70001220703125
2021-03-26 02:00:00,270.6000061035156
2021-03-25 02:00:00,332.8999938964844
2021-03-24 02:00:00,849.7000122070312
2021-03-23 02:00:00,736.9000244140625
2021-03-22 02:00:00,857.2000122070312
2021-03-21 02:00:00,370
2021-03-20 02:00:00,477.5
2021-03-19 02:00:00,532.9000244140625
2021-03-18 02:00:00,334.20001220703125
2021-03-17 02:00:00,208.10000610351562
2021-03-16 02:00:00,382.6000061035156
2021-03-15 02:00:00,486.20001220703125
2021-03-14 02:00:00,180.60000610351562
2021-03-13 02:00:00,194.10000610351562
2021-03-12 02:00:00,0.30000001192092896
2021-03-11 02:00:00,1.600000023841858
2021-03-10 02:00:00,0.6000000238418579
2021-03-09 02:00:00,4.900000095367432
2021-03-08 02:00:00,12.399999618530273
2021-03-07 02:00:00,11.399999618530273
2021-03-06 02:00:00,276.8999938964844
2021-03-05 02:00:00,214.39999389648438
2021-03-04 02:00:00,264.1000061035156
2021-03-03 02:00:00,275.3999938964844
2021-03-02 02:00:00,506.8999938964844
2021-03-01 02:00:00,358.1000061035156
2021-02-28 02:00:00,263.1000061035156
2021-02-27 02:00:00,174.89999389648438
2021-02-26 02:00:00,126.4000015258789
2021-02-25 02:00:00,76.4000015258789
2021-02-24 02:00:00,6.900000095367432
2021-02-23 02:00:00,0.6000000238418579
2021-02-22 02:00:00,1.100000023841858
2021-02-21 02:00:00,
2021-02-20 02:00:00,
2021-02-19 02:00:00,
2021-02-18 02:00:00,
2021-02-17 02:00:00,
2021-02-16 02:00:00,
2021-02-15 02:00:00,
2021-02-14 02:00:00,
2021-02-13 02:00:00,
2021-02-12 02:00:00,
2021-02-11 02:00:00,
2021-02-10 02:00:00,
2021-02-09 02:00:00,
2021-02-08 02:00:00,
2021-02-07 02:00:00,
2021-02-06 02:00:00,
2021-02-05 02:00:00,
2021-02-04 02:00:00,
2021-02-03 02:00:00,
2021-02-02 02:00:00,
2021-02-01 02:00:00,
2021-01-31 02:00:00,
2021-01-30 02:00:00,
2021-01-29 02:00:00,
2021-01-28 02:00:00,3.700000047683716
2021-01-27 02:00:00,7.199999809265137
2021-01-26 02:00:00,
2021-01-25 02:00:00,9.899999618530273
2021-01-24 02:00:00,
2021-01-23 02:00:00,
2021-01-22 02:00:00,
2021-01-21 02:00:00,
2021-01-20 02:00:00,
2021-01-19 02:00:00,
2021-01-18 02:00:00,
2021-01-17 02:00:00,
2021-01-16 02:00:00,
2021-01-15 02:00:00,
2021-01-14 02:00:00,
2021-01-13 02:00:00,
2021-01-12 02:00:00,
2021-01-11 02:00:00,
2021-01-10 02:00:00,
2021-01-09 02:00:00,
2021-01-08 02:00:00,0
2021-01-07 02:00:00,
2021-01-06 02:00:00,
2021-01-05 02:00:00,
2021-01-04 02:00:00,
2021-01-03 02:00:00,
2021-01-02 02:00:00,
2021-01-01 02:00:00,17.100000381469727
2020-12-31 02:00:00,4.199999809265137
2020-12-30 02:00:00,5.199999809265137
2020-12-29 02:00:00,
2020-12-28 02:00:00,
2020-12-27 02:00:00,
2020-12-26 02:00:00,
2020-12-25 02:00:00,0.8999999761581421
2020-12-24 02:00:00,15.100000381469727
2020-12-23 02:00:00,
2020-12-22 02:00:00,20.899999618530273
2020-12-21 02:00:00,6.199999809265137
2020-12-20 02:00:00,10.399999618530273
2020-12-19 02:00:00,14.600000381469727
2020-12-18 02:00:00,4.699999809265137
2020-12-17 02:00:00,10.399999618530273
